  -1.4358700e+01  -9.1902000e+00   1.2517810e+01
  -1.4572500e+01  -9.7680000e+00   1.3603310e+01
  -1.4825800e+01  -1.0334800e+01   1.4810110e+01
  -1.5678200e+01  -9.2873000e+00   1.4373710e+01
  -1.5851400e+01  -9.9256000e+00   1.5607810e+01
  -1.5443700e+01  -8.6704000e+00   1.3185110e+01
  -1.5015600e+01  -8.1413000e+00   1.1938610e+01
  -1.7683700e+01  -8.3397000e+00   1.5938210e+01
  -1.6702700e+01  -8.8209000e+00   1.5160210e+01
  -1.6507400e+01  -8.1732000e+00   1.3949210e+01
  -1.3701400e+01  -1.0686700e+01   1.3885710e+01
  -1.2600700e+01  -1.1151300e+01   1.3267810e+01
  -1.3086200e+01  -1.2205800e+01   1.5596810e+01
  -1.2871500e+01  -1.1696400e+01   1.4461510e+01
  -1.3969700e+01  -1.1272300e+01   1.5169010e+01
  -1.2944800e+01  -8.7300000e+00   1.0271410e+01
  -1.4019300e+01  -7.9986000e+00   1.0567010e+01
  -1.2654000e+01  -9.7196000e+00   1.1249510e+01
  -1.3771900e+01  -8.9306000e+00   1.1460010e+01
  -1.3350400e+01  -1.0082900e+01   1.2549210e+01
  -1.1421700e+01  -1.0358900e+01   1.0826010e+01
  -1.1808800e+01  -9.4255000e+00   9.9690100e+00
  -1.2261500e+01  -8.3622000e+00   9.1122100e+00
  -1.0990800e+01  -9.1519000e+00   8.8336100e+00
  -1.1505900e+01  -8.1097000e+00   8.0943600e+00
  -1.0184500e+01  -1.1021500e+01   1.0551010e+01
  -9.7600000e+00  -1.1950700e+01   1.1520210e+01
  -1.0276700e+01  -8.7585000e+00   7.7355300e+00
  -1.0535100e+01  -1.0109300e+01   9.6269100e+00
  -9.6236000e+00  -9.8496000e+00   8.4903700e+00
  -1.1103600e+01  -1.3176900e+01   1.4882710e+01
  -1.2100200e+01  -1.2952500e+01   1.5658010e+01
  -1.2129900e+01  -1.0710200e+01   1.2072110e+01
  -1.1818900e+01  -1.2316700e+01   1.4230710e+01
  -1.1500400e+01  -1.1788800e+01   1.3020010e+01
  -1.1038200e+01  -1.3870900e+01   1.6061010e+01
  -1.0066900e+01  -1.3890700e+01   1.5023810e+01
  -1.0500200e+01  -1.2901100e+01   1.3760010e+01
  -1.0972500e+01  -1.1305800e+01   1.1729810e+01
  -1.0430800e+01  -1.2228000e+01   1.2595810e+01
  -1.6953200e+01  -1.0112200e+01   1.7628010e+01
  -1.7925000e+01  -9.6458000e+00   1.8444410e+01
  -1.8763200e+01  -8.4929000e+00   1.7975410e+01
  -1.6845400e+01  -9.4808000e+00   1.6392910e+01
  -1.7821200e+01  -9.0007000e+00   1.7187710e+01
  -1.5043200e+01  -1.2370800e+01   1.8687410e+01
  -1.5034600e+01  -1.1675000e+01   1.7380110e+01
  -1.4964900e+01  -1.0991600e+01   1.6079510e+01
  -1.6026100e+01  -1.1198200e+01   1.8059310e+01
  -1.5952700e+01  -1.0574600e+01   1.6841410e+01
  -1.7977100e+01  -1.0295100e+01   1.9702810e+01
  -1.8889700e+01  -9.7850000e+00   2.0450810e+01
  -2.0471700e+01  -8.3998000e+00   2.1112310e+01
  -1.8858200e+01  -9.1369000e+00   1.9231410e+01
  -1.9770600e+01  -8.6307000e+00   2.0085210e+01
  -1.6056500e+01  -1.1790100e+01   1.9208210e+01
  -1.6026400e+01  -1.2356000e+01   2.0266510e+01
  -1.7045800e+01  -1.1366800e+01   2.0069110e+01
  -1.7023300e+01  -1.0739000e+01   1.8853910e+01
  -1.7924400e+01  -1.0998400e+01   2.0955210e+01
  -1.0905700e+01  -1.4581300e+01   1.7257210e+01
  -1.0802500e+01  -1.5242900e+01   1.8456510e+01
  -9.8987000e+00  -1.4671300e+01   1.6279810e+01
  -9.7599000e+00  -1.5394700e+01   1.7533210e+01
  -9.7087000e+00  -1.6067900e+01   1.8849310e+01
  -1.1795800e+01  -1.5130200e+01   1.9500910e+01
  -1.2613600e+01  -1.5057500e+01   2.0495510e+01
  -9.9719000e+00  -1.6618500e+01   2.0347410e+01
  -1.0728300e+01  -1.5850300e+01   1.9632410e+01
  -1.1359000e+01  -1.5987500e+01   2.0753210e+01
  -1.4049400e+01  -1.2656300e+01   1.7733410e+01
  -1.4064400e+01  -1.1955800e+01   1.6475910e+01
