57.92 59.0214 14.0139 
57.7062 58.4436 15.0994 
57.4529 57.8768 16.3062 
56.6005 58.9243 15.8698 
56.4273 58.286 17.1039 
56.835 59.5412 14.6812 
57.2631 60.0703 13.4347 
54.595 59.8719 17.4343 
55.576 59.3907 16.6563 
55.7713 60.0384 15.4453 
58.5773 57.5249 15.3818 
59.678 57.0603 14.7639 
59.1925 56.0058 17.0929 
59.4072 56.5152 15.9576 
58.309 56.9393 16.6651 
59.3339 59.4816 11.7675 
58.2594 60.213 12.0631 
59.6247 58.492 12.7456 
58.5068 59.281 12.9561 
58.9283 58.1287 14.0453 
60.857 57.8527 12.3221 
60.4699 58.7861 11.4651 
60.0172 59.8494 10.6083 
61.2879 59.0597 10.3297 
60.7728 60.1019 9.59045 
62.0942 57.1901 12.0471 
62.5187 56.2609 13.0163 
62.002 59.4531 9.23162 
61.7436 58.1023 11.123 
62.6551 58.362 9.98646 
61.1751 55.0347 16.3788 
60.1785 55.2591 17.1541 
60.1488 57.5014 13.5682 
60.4598 55.8949 15.7268 
60.7783 56.4228 14.5161 
61.2405 54.3407 17.5571 
62.2118 54.3209 16.5199 
61.7785 55.3105 15.2561 
61.3062 56.9058 13.2259 
61.8479 55.9836 14.0919 
55.3255 58.0994 19.1241 
54.3537 58.5658 19.9405 
53.5155 59.7187 19.4715 
55.4333 58.7308 17.889 
54.4575 59.2109 18.6838 
57.2355 55.8408 20.1835 
57.2441 56.5366 18.8762 
57.3138 57.22 17.5756 
56.2526 57.0134 19.5554 
56.326 57.637 18.3375 
54.3016 57.9165 21.1989 
53.389 58.4266 21.9469 
51.807 59.8118 22.6084 
53.4205 59.0747 20.7275 
52.5081 59.5809 21.5813 
56.2222 56.4215 20.7043 
56.2523 55.8556 21.7626 
55.2329 56.8448 21.5652 
55.2554 57.4726 20.35 
54.3543 57.2132 22.4513 
61.373 53.6303 18.7533 
61.4762 52.9687 19.9526 
62.38 53.5403 17.7759 
62.5188 52.8169 19.0293 
62.57 52.1437 20.3454 
60.4829 53.0814 20.997 
59.6651 53.1541 21.9916 
62.3068 51.5931 21.8435 
61.5504 52.3613 21.1285 
60.9197 52.2241 22.2493 
58.2293 55.5553 19.2295 
58.2143 56.2558 17.972 
59.2226 55.319 18.2789 
59.2863 54.62 19.5115 
60.259 54.4899 18.4682 
58.2979 54.8569 20.4714 
57.3639 55.0919 21.4607 
58.5044 54.109 21.6961 
60.3696 53.7738 19.724 
59.4086 53.9196 20.7446 
56.712 61.9739 11.8968 
57.2277 62.5883 10.69 
57.8384 63.0826 9.57587 
57.7754 61.3614 11.3091 
58.3364 61.7908 10.2479 
54.6752 63.0532 13.401 
55.3032 61.8516 13.8353 
57.2846 60.8568 12.4416 
55.7003 62.4937 12.6243 
56.3216 61.2983 13.123 
55.7332 64.3009 10.9425 
56.5167 65.1252 9.45101 
57.3548 65.4029 8.3989 
56.7309 63.8909 10.1193 
57.6117 64.1877 8.94066 
54.1559 64.2749 12.9426 
53.1552 64.9179 13.7712 
54.7344 64.9235 11.6714 
56.1982 63.141 11.3744 
55.1559 63.6887 12.1628 
60.8582 63.4025 6.55385 
59.5521 64.0012 7.22847 
59.1549 65.3125 6.77937 
60.339 64.5879 6.21129 
61.2095 65.1286 5.27824 
61.5228 62.2651 6.88456 
62.1948 61.0809 7.39064 
62.4209 64.747 4.66299 
61.6475 63.9668 5.5978 
62.2157 62.837 5.93484 
59.5234 61.0647 9.758 
58.8997 60.6139 10.8873 
58.4223 64.6408 7.83222 
58.8334 62.2978 9.24287 
58.821 63.3736 8.3499 
60.4227 61.0966 8.86571 
61.5677 60.5068 8.45661 
60.9539 61.6759 7.85014 
60.16 62.8429 7.54566 
59.7398 62.144 8.50972 
50.5063 63.2801 19.9493 
51.1355 63.5155 18.4317 
49.817 65.3984 18.7933 
50.2046 64.3049 19.2582 
50.6263 64.7875 17.9195 
51.8899 61.3668 19.9094 
52.0459 62.1051 18.5791 
51.7412 64.9626 15.8325 
51.2931 62.536 19.3897 
51.4494 64.2019 17.0841 
49.2828 63.6992 21.9914 
49.7781 62.5504 22.5303 
48.868 64.8289 21.4485 
49.6462 64.1536 20.5922 
49.2395 65.3733 19.9954 
51.1267 60.7633 22.4091 
51.6786 60.7878 21.2203 
50.6505 61.775 21.7996 
51.0164 62.0453 20.6233 
50.1114 62.9475 21.2091 
52.9967 62.364 16.6194 
52.892 61.5933 17.7775 
52.5976 60.2207 20.3343 
53.6531 60.3776 18.2198 
52.7385 60.8901 19.0352 
53.67 63.6693 14.1782 
52.6854 64.3009 15.0043 
52.0573 62.934 17.4901 
53.2895 63.0244 15.3962 
52.3336 63.6309 16.2226 
55.0074 61.2033 15.0083 
56.0852 60.6358 14.2346 
54.7565 60.5516 16.2145 
53.9809 61.7716 15.8102 
53.7958 61.074 16.9933 
54.2817 62.4216 14.6109 
62.4544 64.67 19.2955 
62.061 64.3393 20.6463 
61.0664 65.0176 21.4216 
61.7627 64.0191 21.9657 
62.7013 63.3033 21.7878 
54.3782 66.1617 11.2579 
54.064 67.6196 10.8098 
53.3608 69.0051 11.0298 
54.9817 67.7762 9.67364 
54.2531 68.9501 10.0109 
55.5062 65.418 10.3923 
55.9597 66.41 9.28642 
55.9231 67.6886 8.70421 
54.9992 66.6381 10.2312 
55.2054 68.9667 8.96601 
51.9774 66.793 14.0055 
52.1708 65.6005 14.6056 
50.8658 68.7768 14.4709 
51.7377 68.2305 13.5013 
52.3389 69.0075 12.3123 
52.8409 66.1418 13.2538 
53.7615 65.4953 12.4892 
53.4636 66.7683 12.0226 
53.1244 68.0153 11.7695 
52.5237 67.4805 12.8278 
49.4564 67.362 17.6862 
50.0381 66.1167 17.6762 
51.2144 66.3624 15.4688 
50.2976 66.9198 16.5455 
50.8808 65.5731 16.6966 
47.8359 67.0243 21.3468 
48.0562 65.7422 22.2397 
48.4931 65.9384 20.9948 
49.2292 66.5082 18.8547 
48.5585 66.7409 20.0175 
48.6421 67.6903 18.9899 
48.8408 68.5197 18 
51.2213 67.4906 14.6637 
49.6479 68.3674 16.6567 
50.4607 67.8583 15.6237 
47.1909 67.6617 22.2571 
46.6116 68.8777 22.5675 
47.2908 68.4682 21.2842 
47.9466 67.9848 20.2019 
48.0942 68.9719 19.1431 
52.7658 70.1529 11.349 
53.6393 70.2615 10.2807 
56.0285 71.2431 7.72333 
54.5676 70.2529 9.27985 
55.5326 70.184 8.32748 
51.0795 70.9462 13.279 
50.3184 71.4514 14.2258 
51.3851 69.5494 13.3487 
52.3323 71.4377 11.5397 
51.8903 70.391 12.3585 
54.028 71.5625 9.60091 
53.3752 72.8251 10.1755 
55.2999 72.9329 8.30612 
54.3719 72.8823 9.16444 
55.0211 71.5742 8.61729 
50.8167 72.4054 13.3013 
50.0598 72.8995 14.2839 
51.5892 71.932 12.3564 
53.1078 71.542 10.6031 
52.3766 72.8513 11.2745 
47.5819 70.34 19.33 
47.4176 69.3781 20.2768 
46.7701 69.7503 21.484 
46.9058 70.7288 20.5352 
46.1533 70.1239 22.6963 
47.151 71.669 19.5457 
47.4524 72.5859 18.6064 
45.8878 72.3848 21.9696 
46.26 71.0778 21.7929 
46.4817 72.0549 20.7873 
50.041 69.2264 15.5135 
50.5222 70.0907 14.3883 
48.9751 69.4306 17.2061 
49.3189 70.078 16.2742 
48.2786 69.9422 18.1972 
49.7301 70.728 15.3475 
49.6073 71.9989 15.1469 
48.9585 71.776 16.2317 
48.6101 70.8548 17.1533 
47.8685 71.2715 18.3191 
48.1986 72.2214 17.3793 
58.9435 66.7569 6.27769 
57.7408 67.1652 7.14941 
58.1109 65.9724 7.35423 
56.831 67.8398 7.73063 
56.8762 66.569 8.24118 
59.3554 68.1716 5.53773 
58.5347 69.2106 5.94298 
56.2006 68.9757 7.97351 
58.3126 67.9943 6.38975 
57.3642 68.8296 6.96938 
62.089 65.9193 4.36598 
62.6405 66.9291 3.74848 
59.9586 65.8615 5.85513 
60.8844 66.2652 5.01322 
